"Tile.Size","Match.Score","Prev.Length","Prev.Type","Browse.Time"
0.1,80,120,"AC",25.8899159241119
0.3,80,120,"TT",17.6806158243253
0.1,100,120,"TT",21.1835510025685
0.3,100,120,"AC",24.8348048126035
0.1,80,100,"TT",15.5167323159512
0.3,80,100,"AC",19.9527686187121
0.1,100,100,"AC",25.4652733390314
0.3,100,100,"TT",20.7224708849868
0.1,80,120,"AC",22.9024724114281
0.3,80,120,"TT",17.7477149804687
0.1,100,120,"TT",21.0838246057236
0.3,100,120,"AC",26.2006412201678
0.1,80,100,"TT",17.2796868391506
0.3,80,100,"AC",21.0222032393185
0.1,100,100,"AC",23.6746021978286
0.3,100,100,"TT",18.7340545439862
0.1,80,120,"AC",24.8912370161938
0.3,80,120,"TT",18.7708174030879
0.1,100,120,"TT",21.0800611526726
0.3,100,120,"AC",24.5824861448394
0.1,80,100,"TT",17.5968959393785
0.3,80,100,"AC",19.6861022123006
0.1,100,100,"AC",24.4327844449047
0.3,100,100,"TT",19.7246173987518
0.1,80,120,"AC",22.1463083312723
0.3,80,120,"TT",19.6624498541048
0.1,100,120,"TT",19.6099683579389
0.3,100,120,"AC",23.3439029634371
0.1,80,100,"TT",17.3228507261515
0.3,80,100,"AC",22.3681923589979
0.1,100,100,"AC",23.683295250416
0.3,100,100,"TT",19.7683465708031
0.1,80,120,"AC",24.3997051948592
0.3,80,120,"TT",20.338146427447
0.1,100,120,"TT",20.9405053108833
0.3,100,120,"AC",26.0853350318565
0.1,80,100,"TT",17.3109796414803
0.3,80,100,"AC",20.1527401048393
0.1,100,100,"AC",24.8555682018496
0.3,100,100,"TT",19.660015126557
0.1,80,120,"AC",27.0032865038932
0.3,80,120,"TT",19.7405923863727
0.1,100,120,"TT",21.6921631039119
0.3,100,120,"AC",24.9148976301837
0.1,80,100,"TT",16.8487043253606
0.3,80,100,"AC",19.2386438328717
0.1,100,100,"AC",24.2138166749242
0.3,100,100,"TT",19.2890687466539
0.1,80,120,"AC",24.8087507596652
0.3,80,120,"TT",19.937466871021
0.1,100,120,"TT",20.3765147695589
0.3,100,120,"AC",25.7756185372884
0.1,80,100,"TT",17.0354297609825
0.3,80,100,"AC",22.5706384203689
0.1,100,100,"AC",23.8328951420305
0.3,100,100,"TT",18.2266839566036
0.1,80,120,"AC",23.5706294900266
0.3,80,120,"TT",20.5243515153715
0.1,100,120,"TT",20.3459691712832
0.3,100,120,"AC",25.6836805341725
0.1,80,100,"TT",16.2005027356837
0.3,80,100,"AC",21.6465584253992
0.1,100,100,"AC",25.7369422271637
0.3,100,100,"TT",18.462791665904
0.1,80,120,"AC",25.767939820278
0.3,80,120,"TT",19.281543881534
0.1,100,120,"TT",18.1512985426795
0.3,100,120,"AC",23.8962446572509
0.1,80,100,"TT",15.3692917283171
0.3,80,100,"AC",20.4121796361016
0.1,100,100,"AC",22.1435307296597
0.3,100,100,"TT",19.4246993335451
0.1,80,120,"AC",24.0243318962893
0.3,80,120,"TT",18.4161112373769
0.1,100,120,"TT",20.578271122352
0.3,100,120,"AC",24.8515690308465
0.1,80,100,"TT",15.3859216216946
0.3,80,100,"AC",21.3554075156351
0.1,100,100,"AC",25.5514546789807
0.3,100,100,"TT",19.7631993379898
0.1,80,120,"AC",25.069355739832
0.3,80,120,"TT",21.9539961216028
0.1,100,120,"TT",19.828619782327
0.3,100,120,"AC",24.3527065426982
0.1,80,100,"TT",16.1687360222704
0.3,80,100,"AC",18.6730544176849
0.1,100,100,"AC",23.3623814380332
0.3,100,100,"TT",21.0284353044255
0.1,80,120,"AC",24.5178355884858
0.3,80,120,"TT",17.7104346290051
0.1,100,120,"TT",19.9930647291995
0.3,100,120,"AC",24.045860455965
0.1,80,100,"TT",15.3727912574287
0.3,80,100,"AC",20.6849281183483
0.1,100,100,"AC",25.1707995550781
0.3,100,100,"TT",17.3114486260069
0.1,80,120,"AC",24.6466642996965
0.3,80,120,"TT",18.4042294463964
0.1,100,120,"TT",20.0299537618755
0.3,100,120,"AC",24.3696453324736
